original_id,category,subset,user,assistant,x_position,y_position
335,Chart & Table,Unichart,Can you explain the chart's content in a few sentences?,"The bar chart compares the CO2 emissions from solid fuel consumption among Australia, Austria, Brazil, and Israel between 1974 and 1977 in percent. In 1974, Australia had the highest emissions with 49.47%, followed by Brazil with 6.66%, Austria with 28.92%, and Israel with 0.06%. By 1975, Australia's emissions remained relatively stable with 49.47%, followed by Austria with 26.8%, Brazil with 7.32%, and Israel with 0.07%. In 1976, Australia's emissions increased to 51.04%, followed by Austria with 24.44%, Brazil with 7.43%, and Israel with 0.07%. In 1977, Australia's emissions decreased to 51.26%, followed by Austria with 22.33%, Brazil with 9.25%, and Israel with 0.07%. Overall, the chart depicts a fluctuating trend of CO2 emissions from solid fuel consumption among the four countries with Australia having the highest emissions throughout the period, Brazil having the lowest emissions, and Israel having the lowest emissions.",-7.018406,14.05617
336,Chart & Table,Unichart,Describe the overall message conveyed by the chart.,"The bar chart compares the percentage of total fuel imported from different countries among High income: OECD, Middle East and North Africa (developing only), Philippines, and Thailand between 1974 and 1998. In 1974, High income: OECD had the highest percentage of total fuel imported with 22.41%, followed by Middle East and North Africa (developing only) with 3.95%, Philippines with 20.07%, and Thailand with 19.82%. However, by 1975, High income: OECD had the highest percentage of total fuel imported with 23.11%, followed by Middle East and North Africa (developing only) with 4.54%, Philippines with 21.19%, and Thailand with 21.59%. In 1976, High income: OECD had the highest percentage of total fuel imported with 23.48%, followed by Middle East and North Africa (developing only) with 4.79%, Philippines with 23.46%, and Thailand with 23.33%. By 1977, High income: OECD had the highest percentage of total fuel imported with 22.59%, followed by Middle East and North Africa (developing only) with 5.47%, Philippines with 24.36%, and Thailand with 22.24%. In 1997, High income: OE",-6.7399693,13.898848
337,Chart & Table,Unichart,When did YDS  peak?, Aaron Sherrill,-5.7210565,13.72224
338,Chart & Table,Unichart,What is the difference between maximum and minimum of AVG?,22.5,-5.632763,14.958898
339,Chart & Table,Unichart,Explain the key information depicted here.,"The bar chart compares the time required to export goods and services among Lower middle income countries, Middle East and North Africa (all income levels), and Middle East and North Africa (developing only) between 2005 and 2007 in days. In 2005, Lower middle income countries had the highest time requirement of 33.08 days, followed by Middle East and North Africa (all income levels) with 25.41 days and Middle East and North Africa (developing only) with 30.17 days. However, by 2006, Lower middle income countries had the highest time requirement of 30.51 days, followed by Middle East and North Africa (all income levels) with 24.35 days and Middle East and North Africa (developing only) with 28.67 days. In 2007, Lower middle income countries had the highest time requirement of 28.8 days, followed by Middle East and North Africa (all income levels) with 23.11 days and Middle East and North Africa (developing only) with 27.83 days. Overall, the chart depicts a decreasing trend of time required to export goods and services among the three countries with Lower middle income countries having the highest time requirement in 2005 and 2006, Middle East and North Africa (all income levels) having the highest time requirement in 2007, and Middle East and North Africa (developing only) having the highest time requirement in 2007.",-6.947203,14.937348
340,Chart & Table,Unichart,Provide the raw data figures from the chart.,0.09 | 0.13 | 0.16 | 0.21 | 0.25 | 0.29 | 0.33 | 0.36 | 0.4 | 0.45 | 0.5 | 0.56 | 0.62 | 0.66 | 0.65 | 0.51 | 0.38 | 0.35 | 0.38 | 0.43 | 0.45 | 0.49 | 0.51 | 0.56 | 0.6 | 0.64 | 0.65 | 0.67 | 0.67 | 0.64 | 0.66 | 0.68 | 0.7 | 0.71 | 0.76 | 0.75 | 0.76 | 0.78 | 0.78 | 0.77 | 0.78 | 0.8 | 0.81 | 0.79 | 0.8 | 0.85 | 0.89 | 0.97 & 0.13 | 0.16 | 0.2 | 0.24 | 0.28 | 0.32 | 0.35 | 0.4 | 0.42 | 0.46 | 0.5 | 0.57 | 0.62 | 0.66 | 0.65 | 0.53 | 0.39 | 0.36 | 0.38 | 0.42 | 0.44 | 0.49 | 0.51 | 0.56 | 0.61 | 0.63 | 0.64 | 0.65 | 0.66 | 0.63 | 0.65 | 0.65 | 0.65 | 0.66 | 0.7 | 0.69 | 0.71 | 0.71 | 0.72 | 0.72 | 0.73 | 0.74 | 0.75 | 0.75 | 0.76 | 0.79 | 0.82 | 0.87,-5.8241777,13.499949
341,Chart & Table,Unichart,What data values does the chart display?,0.93 | 0.33 | 0.37,-6.3517947,16.035973
342,Chart & Table,Unichart,What is the primary takeaway from this visualization?,"The pie chart shows the crime risk indexes for Linton, ND, broken down by type. The highest crime risk index is the total crime risk index, at 17%, followed by the rape risk index at 17%, and the murder risk index at 16%. The robbery, assault, burglary, and larceny risk indexes are all at 17%, while the larceny risk index is at 7%. The chart indicates that the crime rate in Linton, ND is relatively high, with the highest crime risk indexes being in the rape, murder, and robbery categories.",-5.290241,17.525455
343,Chart & Table,Unichart,What is the difference between maximum and minimum of ClasAes ?,0.43,-5.9058266,14.941877
344,Chart & Table,Unichart,Describe the overall message conveyed by the chart.,"According to a survey conducted by Pew Research Center, around three in ten gig platform workers consider this type of work as their main job over the past year, while a majority rely on this income to meet their basic needs. Among those who have earned money from gig work in the past 12 months, about 68% consider it as their side job, and they spend a typical week doing these jobs for less than 10 hours. Meanwhile, 23% of the workers do not engage in these jobs most weeks. The money earned from gig work has been essential or important for meeting basic needs for around 58% of the workers. The survey included respondents who used mobile apps or websites to find gigs that directly connect them with people who need their services, or used their vehicles to deliver packages to others.",-4.604956,17.870945
345,Chart & Table,Unichart,Identify and list the data values.,0.06 | 0.15 | 0.3 | 0.41 | 0.49 | 0.55 | 0.61 | 0.66 | 0.73 | 0.82 | 0.88 | 0.94 | 0.94 | 0.9 | 0.83 | 0.79 | 0.79 | 0.78,-5.79115,12.908007
346,Chart & Table,Unichart,Extract the plotted data points.,0.34 | 0.4 | 0.36 | 0.39 | 0.52 | 0.56 | 0.62 | 0.46 | 0.6 | 0.53 | 0.5 | 0.43 | 0.45 | 0.55 | 0.47 | 0.52 | 0.68 | 0.72 | 0.81 | 0.61 | 0.8 | 0.72 | 0.64 | 0.58,-6.2544575,14.887673
347,Chart & Table,Unichart,"Which one is greater,  Houston Astros or  Seattle Mariners?", Seattle Mariners,-5.753358,15.010925
348,Chart & Table,Unichart,Provide the raw data figures from the chart.,0.62 | 0.71 | 0.7 | 0.63 | 0.57 | 0.52 | 0.42 | 0.82 | 0.8 | 0.53 | 0.41 | 0.33 | 0.38,-5.786733,13.154917
349,Chart & Table,Unichart,Where does line 1 trend until xlabel 4 where they intersect?,"Line 1 trends At ylabel below line 2 until xlabel 4 where they intersect, then it trends above line 2.",-5.8034973,12.8242655
350,Chart & Table,Unichart,Can you explain the chart's content in a few sentences?,"The bar chart compares the social security contributions of the United States, Luxembourg, Austria, and Belgium in terms of x-axis and y-axis. The United States has the highest social security contributions with 8.5, followed by Luxembourg with 9.6. Austria has the lowest contributions with 4.1. Belgium has the second lowest contributions with 6.4. The data suggests that there is a significant variation in social security contributions across these countries.",-6.31294,16.048944
351,Chart & Table,Unichart,Divide the sum of largest and lowest values by 6,8.39,-7.2014155,15.414163
352,Chart & Table,Unichart,Give a concise summary of the chart's data.,"The bar chart shows the potential years of life lost in Sweden, Denmark, and Finland. Finland has the highest potential years of life lost, with 12.9 years lost in total. Sweden and Denmark have potential years of life lost of 8.5 and 9.7 years respectively. The data suggests that there is a significant variation in the potential years of life lost across these countries.",-6.2808485,16.195747
353,Chart & Table,Unichart,What is the sum of maximum and minimum of 1 ?,58.0,-5.985574,15.921576
354,Chart & Table,Unichart,Can you represent the chart's data in a structured table format?,Quarters | EU | Euro area & Q4 2020 | -0.5% | -0.7% & Q3 2020 | 11.6% | 12.5% & Q2 2020 | -11.2% | -11.6% & Q1 2020 | -3.3% | -3.8% & Q4 2019 | 0.1% | 0% & Q3 2019 | 0.3% | 0.3% & Q2 2019 | 0.2% | 0.1% & Q1 2019 | 0.5% | 0.5% & Q4 2018 | 0.5% | 0.2%,-7.360994,15.127242
355,Chart & Table,Unichart,What is the difference between maximum and minimum of OT?,2.0,-5.8023033,14.888992
356,Chart & Table,Unichart,What is the sum of maximum and minimum of 1 ?,54.0,-5.602459,14.954068
357,Chart & Table,Unichart,Extract all data points shown.,0.18 | 0.15 | 0.12 | 0.1 | 0.09 | 0.1 | 0.07 | 0.08 | 0.1 | 0.06 | 0.04 | 0.05 | 0.06 | 0.09 | 0.07 | 0.07 | 0.07 | 0.07 | 0.07 | 0.04 | 0.13 | 0.11 | 0.03 | 0.03 | 0.04 | 0.02 | 0.07 | 0.61 | 0.54 | 0.5 | 0.37,-6.262162,14.695169
358,Chart & Table,Unichart,Can you explain the chart's content in a few sentences?,"The bar chart compares the enrollment rate recorded in primary schools in North America, Benin, and the Philippines in 1988 by gender. In North America, the enrollment rate recorded in primary schools was highest for females at 95.69%, followed by males at 95.08% and 64.77%. Benin had the lowest enrollment rate at 32.04% for females and 64.77% for males. The Philippines had the highest enrollment rate for both genders at 96.72% for females and 95.42% for males. Overall, the chart depicts that the enrollment rate recorded in primary schools in 1988 was highest for females in North America and Benin, while the enrollment rate recorded in primary schools in the Philippines was highest for males.",-7.0918374,14.893238
359,Chart & Table,Unichart,Describe the overall message conveyed by the chart.,"The bar chart compares the total earnings of Portugal by trading goods and services between 2005 and 2008 in current US dollars. In 2005, Portugal had a total trade of -2303.9 billion dollars for goods and -1742.6 billion dollars for services. By 2006, the total trade of goods decreased to -241.3 billion dollars while the total trade of services decreased to -16.98 billion dollars. In 2007, the total trade of goods increased to -2752.9 billion dollars while the total trade of services increased to -1776.2 billion dollars. In 2008, the total trade of goods increased to -352.4 billion dollars while the total trade of services decreased to -246.4 billion dollars. Overall, the chart depicts a decreasing trend of total earnings of Portugal by trading goods and services with goods having the highest total trade throughout the period and services having the lowest total trade.",-6.868848,14.455841
360,Chart & Table,Unichart,What is the difference between maximum and minimum of TB?,1.0,-5.7695827,15.218684
361,Chart & Table,Unichart,What is the difference between maximum and minimum of YDS?,83.0,-5.7917295,14.848716
362,Chart & Table,Unichart,In what year the gap between Greece and Switzerland become minimum?,1982.0,-5.606748,15.595446
363,Chart & Table,Unichart,What are the main trends or insights revealed by this chart?,"The bar chart compares the coverage of people living with HIV who are receiving antiretroviral therapy among Botswana, Cuba, and Sudan between 2008 and 2012. In 2008, Botswana had the highest coverage of people living with HIV receiving antiretroviral therapy with 33%, followed by Cuba with 50% and Sudan with 3%. By 2009, Botswana's coverage increased to 39% while Cuba's coverage decreased to 30% and Sudan's coverage increased to 5%. In 2010, Botswana's coverage increased to 44% while Cuba's coverage increased to 62% and Sudan's coverage increased to 5%. In 2011, Botswana's coverage increased to 48% while Cuba's coverage decreased to 57% and Sudan's coverage remained the same at 5%. By 2012, Botswana's coverage increased to 54% while Cuba's coverage decreased to 61% and Sudan's coverage remained the same at 5%. Overall, the chart depicts an increasing trend of coverage of people living with HIV receiving antiretroviral therapy among the three countries with Botswana having the highest coverage throughout the period and Cuba having the lowest coverage.",-7.3670974,14.436186
364,Chart & Table,Unichart,Describe the overall message conveyed by the chart.,"The line chart shows the total annual investments done by the government of Italy, Latvia, Philippines, and Sri Lanka as a percentage of GDP from 2000 to 2004. Italy has the lowest percentage of GDP, ranging from 20.7% in 2000 to 21.2% in 2004. Latvia has the highest percentage of GDP, increasing from 24.8% in 2000 to 33.1% in 2004. Philippines and Sri Lanka have similar trends, with the Philippines increasing from 18.4% in 2000 to 21.6% in 2004 and Sri Lanka increasing from 28.0% in 2000 to 25.3% in 2004. Overall, the trend shows an increase in the total annual investments done by the government of all four regions from 2000 to 2004.",-6.102013,13.038253
365,Chart & Table,Unichart,When did YDS  peak?, Nick Ulassin,-5.6951466,14.418335
366,Chart & Table,Unichart,Describe the overall message conveyed by the chart.,"The scatter plot shows the number of out-of-school children of primary school age in the Arab World, Grenada, and Swaziland from 1977 to 1984. In 1977, the Arab World had the highest number of out-of-school children with 10.16 million, followed by Swaziland with 37,817 and Grenada with 397. By 1984, the Arab World had the highest number of out-of-school children with 9.83 million, followed by Swaziland with 38,823 and Grenada with 1,579. Overall, the trend shows an increase in the number of out-of-school children in all three regions from 1977 to 1984.",-6.119423,13.288748
367,Chart & Table,Unichart,Give a concise summary of the chart's data.,"The bar chart compares the percentage share of income held by the highest and lowest 20% of population of Moldova from 2005 to 2008 in percentages. In 2005, the highest 20% of population held 43.7% of the total income, while the lowest 20% held 7.0%. This trend remained relatively stable over the four-year period, with the highest 20% of population holding 42.4% of the total income and the lowest 20% holding 7.3%. Overall, the chart depicts a relatively stable trend of income share held by the highest and lowest 20% of population of Moldova from 2005 to 2008.",-6.938326,13.939838
368,Chart & Table,Unichart,What are the exact data points depicted?,0.59 | 0.57 | 0.73 | 0.74 | 0.73 | 0.22 | 0.24 | 0.07 | 0.06 | 0.07,-6.1431007,16.141819
369,Chart & Table,Unichart,What is the sum of maximum and minimum of P ?,10.0,-5.6071377,15.208249
370,Chart & Table,Unichart,What is the difference between maximum and minimum of Query Popularity?,27.0,-5.768991,15.128817
371,Chart & Table,Unichart,Give a concise summary of the chart's data.,"The pie chart shows the percentage of people who posted in the Dream.In.Code forum who were members of the xrndMember, tlhIntoq, and Skydiver groups. The majority of the posts were made by the xrndMember group, accounting for 50% of the total, followed by the tlhIntoq group at 44%, and the Skydiver group at 6%. This chart indicates that the majority of the posts in the forum were made by the xrndMember and tlhIntoq groups, while the remaining posts were made by the Skydiver group.",-5.259301,17.546667
372,Chart & Table,Unichart,Summarize the key findings presented in this chart.,"The pie chart shows the Whitworth at Puget Sound box score from October 26th, 2013. It shows that the majority of the points were scored by Dustin Harrison, who accounted for 28% of the total points, followed by Kevin Miller at 52%. Brennan Schon and Max McGuinn accounted for 12% and 4% respectively. Josh Gilbert contributed the least with 4%. The chart indicates that the majority of the points were scored by Dustin Harrison and Kevin Miller, while the remaining players contributed a smaller portion.",-4.77272,17.328728
373,Chart & Table,Unichart,"Which one is greater,  kochubei_valeria or  computerhxr?", kochubei_valeria,-5.8661036,13.971627
374,Chart & Table,Unichart,Summarize the key findings presented in this chart.,"The bar chart compares the agricultural raw materials, food and fuel exports of Gabon, Gambia, Georgia, Germany and Ghana in 1997 as a percentage of merchandise exports. Gabon had the highest agricultural raw materials exports at 13.5%, followed by Gambia with 3.9%, Georgia with 3.2%, Germany with 0.9% and Ghana with 11.8%. Food exports accounted for the second highest percentage of exports for all countries, with Gambia having the highest at 68.2%, followed by Georgia with 31.8%, Germany with 4.9% and Ghana with 56.2%. Fuel exports accounted for the lowest percentage of exports for all countries, with Gambia having the lowest at 1.3%, followed by Georgia with 4.6%, Germany with 8.3% and Ghana with 1.1%. Overall, the chart depicts that the exports of agricultural raw materials, food and fuel varied significantly among the countries, with Gambia having the highest exports in all three categories.",-6.908078,14.750717
375,Chart & Table,Unichart,What is the primary takeaway from this visualization?,"The bar chart compares the potential years of life lost among Sweden, Germany, New Zealand, Portugal, and Poland. Sweden has the lowest potential years of life lost with 3.5k, followed by Germany with 4.4k. New Zealand has the highest potential years of life lost with 7.4k. Portugal and Poland have 4.5k and 4.8k potential years of life lost, respectively. The chart shows that Sweden has the lowest potential years of life lost, while New Zealand has the highest.",-6.353714,15.989009
376,Chart & Table,Unichart,What is the difference between maximum and minimum of L?,0.0,-5.8717313,14.890253
377,Chart & Table,Unichart,Provide the data shown in the chart as a table.,Characteristic | Percentage of population & 2018 | 2.6% & 2017 | 3.8% & 2016 | 5.9% & 2015 | 6.4% & 2014 | 7.8% & 2013 | 10% & 2012 | 11.1% & 2011 | 10.4% & 2010 | 12%,-7.229736,15.591386
378,Chart & Table,Unichart,When does line Albania peak?,2007.0,-6.3437076,13.1844015
379,Chart & Table,Unichart,When does line Norway peak?,1982.0,-5.798029,14.378434
380,Chart & Table,Unichart,Identify and list the data values.,0.0 | 0.54 | 0.53 | 0.5 | 0.0 | 0.59 | 0.54 | 0.46 & 0.0 | 0.74 | 0.73 | 0.47 | 0.0 | 0.46 | 0.48 | 0.63 & 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 & 0.0 | 0.46 | 0.54 | 0.57 | 0.0 | 0.62 | 0.55 | 0.56 & 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 & 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 & 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 & 0.0 | 0.48 | 0.6 | 0.61 | 0.0 | 0.59 | 0.62 | 0.54 & 0.0 | 0.46 | 0.52 | 0.67 | 0.0 | 0.55 | 0.73 | 0.68 & 0.0 | 0.71 | 0.52 | 0.54 | 0.0 | 0.92 | 0.51 | 0.59,-5.3162193,14.234495
381,Chart & Table,Unichart,What is the value of World Health Organization in 2000?,10210.46,-6.373933,13.344297
382,Chart & Table,Unichart,Summarize the key findings presented in this chart.,"The bar chart compares the under-5 mortality rate (per 1000 live births) among Burkina Faso, Portugal, and Timor-Leste between 1990 and 2015 per 1000 live births. In 1990, Timor-Leste had the highest under-5 mortality rate with 168 live births, followed by Burkina Faso with 193.9 and Portugal with 13.0. By 2000, Timor-Leste had the highest under-5 mortality rate with 104 live births, followed by Burkina Faso with 178.7 and Portugal with 6.5. In 2010, Timor-Leste had the highest under-5 mortality rate with 59.0 live births, followed by Burkina Faso with 108 and Portugal with 3.5. By 2015, Timor-Leste had the highest under-5 mortality rate with 48.2 live births, followed by Burkina Faso with 83.4 and Portugal with 3.3. Overall, the chart depicts a decreasing trend of under-5 mortality rate among the three countries with Timor-Leste having the highest mortality rate throughout the period and Burkina Faso having the lowest mortality rate throughout the period.",-7.078772,14.764631
